id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,Proto
50904,aplace/antwerp: cosy suite - fashion district,234077,Karin,M,Historisch Centrum,51.218575,4.398631,Hotel room,188,1,2,2021-10-10,0.02,4,265,1,M,Haha
116134,Spacious apartment nearby Mas,586942,Paul,M,Eilandje,51.23051,4.40593,Entire home/apt,150,2,120,2021-12-18,1.0,1,287,18,M,Haha
218916,Apartment with terrace in trendy Zurenborg,915664,Laura,M,Zurenborg,51.20633,4.42942,Entire home/apt,85,1,28,2021-09-05,0.23,1,0,7,M,Haha
224333,Large stylish room in 1930s house + garden,1167377,Geert,M,Deurne Zuid West,51.19772,4.45853,Private room,16,14,3,2021-05-13,0.02,2,328,1,M,Haha
224682,APARTMENT ROSCAM - OLD CENTRE ANTWERP,1263933,Kristien,M,Sint-Andries,51.21722,4.3979,Entire home/apt,97,2,349,2021-12-21,2.91,1,315,13,M,Haha
345959,Marleen's home in Antwerp city,1754396,Marleen,M,Markgrave,51.19935,4.40154,Entire home/apt,60,3,65,2021-12-11,0.55,2,310,10,M,Haha
363155,1-bedroom apartment with court yard,1835458,Roos,M,Amandus - Atheneum,51.22119,4.41951,Entire home/apt,68,6,22,2021-07-28,0.19,1,349,2,M,Haha
366252,ROOM IN FAMILY HOME near C. Station,1820186,Fronk & Lieve,M,Borgerhout Intra Muros Noord,51.21601,4.43432,Private room,35,1,108,2021-12-19,0.91,1,331,4,M,Haha
522693,Ahome Awayfromhome,2562294,Ahome,M,Historisch Centrum,51.22001,4.39813,Entire home/apt,282,2,2,2017-10-27,0.03,1,365,0,M,Haha
636664,"sunny rooftop apartment, sleeps 2-5",462975,Els,M,Borgerhout Intra Muros Zuid,51.21618,4.43037,Entire home/apt,120,2,91,2021-11-07,0.8,1,362,10,M,Haha
639013,The chill place in Antwerp 1,3189018,Cathy,M,Borgerhout Intra Muros Noord,51.21748,4.4456,Private room,85,2,34,2018-07-22,0.3,3,0,0,M,Haha
772842,Stay in a designers place & donate,4050173,Daisy,M,Linkeroever,51.21775,4.38434,Entire home/apt,80,2,68,2021-12-12,0.62,1,144,2,M,Haha
778043,cosy & beautiful apartment Antwerp,1735092,Marc & Elizabeth,M,Stadspark,51.20399,4.41249,Entire home/apt,88,2,74,2021-12-08,0.68,1,304,12,M,Haha
789555,+++blancoooJOZEFIEN+++ roofterrace,3185214,Annemie,M,Centraal Station,51.2117,4.42665,Entire home/apt,93,7,50,2021-10-26,0.46,4,116,2,M,Haha
791792,Duplex in the New South across of NEW PARK,3424990,Tim,M,Zuid,51.20639,4.38707,Entire home/apt,90,2,5,2021-08-27,0.05,1,329,2,M,Haha
813969,150 m² loft (terrace & river view),4277604,Sarah,M,Sint-Andries,51.21347,4.39125,Entire home/apt,261,1,85,2021-11-14,1.07,2,299,23,M,Haha
890384,+++ blancoooHOME +++,3185214,Annemie,M,Centraal Station,51.21198,4.4269,Entire home/apt,150,7,0,M,M,4,178,0,M,Haha
891884,aplace/antwerp: amazing suite & square view,234077,Karin,M,Historisch Centrum,51.218575,4.398631,Hotel room,214,1,2,2021-05-14,0.08,4,263,1,M,Haha
891907,aplace/antwerp: stunning flat with square view,234077,Karin,M,Historisch Centrum,51.218575,4.398631,Entire home/apt,233,3,6,2021-08-07,0.07,4,339,1,M,Haha
959200,"BOHEMIAN ANITA, with garden nearby central station",4715596,Caroline & Klaas,M,Borgerhout Intra Muros Noord,51.21596,4.43764,Entire home/apt,100,2,62,2021-09-27,0.63,3,275,4,M,Haha
961296,Great Classic House in Antwerp (4-10 persons),3189018,Cathy,M,Borgerhout Intra Muros Noord,51.21531,4.44498,Entire home/apt,317,1,48,2020-01-29,0.53,3,0,0,M,Haha
991824,Colourful Inspiration In Every Room,5446991,Magali,M,Deurne Zuid West,51.20316,4.46015,Entire home/apt,77,1,247,2021-11-28,2.34,2,351,17,M,Haha
1050693,Colourful Inspiration In Every Room,5446991,Magali,M,Deurne Zuid West,51.20316,4.46015,Entire home/apt,77,1,24,2021-08-03,0.24,2,351,1,M,Haha
1105318,"Number22Antwerp, cosy duplex",6068286,Frank Frédéric,M,Zuid,51.21024,4.39995,Entire home/apt,77,2,31,2021-06-27,0.3,5,324,2,M,Haha
1172376,"Number22Antwerp, Cosy & Trendy Flat",6068286,Frank Frédéric,M,Zuid,51.21026,4.40138,Entire home/apt,115,2,17,2021-09-02,0.16,5,274,1,M,Haha
1172507,"Number22Antwerp ,street Floor",6068286,Frank Frédéric,M,Zuid,51.21105,4.40132,Entire home/apt,109,1,182,2021-10-24,1.8,5,331,1,M,Haha
1172826,Bedroom in large antique house near parks+trams,1167377,Geert,M,Deurne Zuid West,51.19813,4.45807,Private room,16,7,6,2021-10-09,0.2,2,300,3,M,Haha
1184623,Luxe penthouse,4865806,Tommie,M,Eilandje,51.23133,4.41015,Entire home/apt,189,2,22,2021-11-12,0.22,2,168,1,M,Haha
1227242,Cosy ship Hannus Antwerp Belgium,4193029,Jan,M,Eilandje,51.22775,4.40388,Private room,66,1,18,2021-12-05,0.8,2,336,14,M,Haha
1328770,Cosy historic Ship Hannus  Antwerp,4193029,Jan,M,Eilandje,51.22875,4.40254,Private room,83,1,158,2021-12-15,1.54,2,341,22,M,Haha
1405414,bright apartment with parkview,4870468,Debora - Jo,M,Stadspark,51.21388,4.41573,Entire home/apt,90,3,98,2020-03-09,0.96,1,0,0,M,Haha
1427505,Trendy apartment near city park !,7672678,Mark,M,Stadspark,51.21205,4.41315,Entire home/apt,85,10,41,2019-10-31,0.4,1,259,0,M,Haha
1504952,"""Antwerp B&B""",573329,Patricia,M,Centraal Station,51.21692,4.42749,Private room,100,1,55,2020-09-09,0.54,1,321,0,M,Haha
1670128,Prachtig appartement met uitzicht op Antwerpen,8842488,Grietje,M,Linkeroever,51.23392,4.38575,Entire home/apt,49,14,1,2021-11-08,0.61,1,7,1,M,Haha
1808782,LOFT 1D  - conceptual loft,9478810,Keith,M,Sint-Andries,51.21232,4.39571,Entire home/apt,115,2,215,2021-10-17,2.2,1,237,27,M,Haha
1856023,"Ray of Light, Het Eilandje",9686695,Caroline,M,Eilandje,51.23192,4.40632,Entire home/apt,95,4,21,2021-10-09,0.35,2,358,1,M,Haha
1901179,Cosy apartment near Central Station,4417826,Timur,M,Amandus - Atheneum,51.22098,4.42542,Entire home/apt,64,1,463,2021-12-19,4.72,1,348,26,M,Haha
2059299,Casual house nicely located,7034290,Kwinten,M,Haringrode,51.20202,4.41754,Private room,33,2,43,2021-11-14,0.93,4,169,7,M,Haha
2059774,spacious and comfortable apartment,8689159,Agnes,M,Oud - Berchem,51.19714,4.41722,Entire home/apt,85,6,13,2021-10-21,0.13,1,356,1,M,Haha
2086302,Cozy apartment in Antwerp-Berchem,4218557,Anke,M,Groenenhoek,51.1958,4.4392,Entire home/apt,45,30,12,2019-06-10,0.12,1,179,0,M,Haha
2133274,Middelheim Guest House,10885207,Armand,M,Oosterveld - Elsdonk,51.17635,4.42433,Private room,80,1,15,2021-11-28,0.21,1,365,2,M,Haha
2230592,Loft near Sportpaleis,3488121,Jan,M,Deurne Noord,51.22979,4.44464,Private room,55,1,38,2021-10-24,0.39,2,90,1,M,Haha
2347414,The chill place in Antwerp 2,3189018,Cathy,M,Borgerhout Intra Muros Noord,51.21711,4.44417,Private room,85,2,1,2017-04-24,0.02,3,178,0,M,Haha
2448815,MAISON NATIONALE City Flats&Suites,12523959,Tom,M,Sint-Andries,51.21699,4.40014,Private room,165,1,0,M,M,1,365,0,M,Haha
2543695,aplace/antwerp: gorgeous flat with square view,234077,Karin,M,Historisch Centrum,51.218575,4.398631,Entire home/apt,228,2,15,2021-11-02,0.17,4,348,3,M,Haha
2602613,Light and spacious duplex apartment,13330269,Joelle,M,Borgerhout Intra Muros Noord,51.21611,4.43234,Entire home/apt,65,2,157,2021-12-21,1.67,1,274,9,M,Haha
2609419,Gezellig 1-slpk app. op toplocatie,10342058,Sofie & Manu,M,Zuid,51.20539,4.38821,Entire home/apt,65,2,30,2021-09-19,0.35,2,238,1,M,Haha
2682808,Cosy room in a charming house,13733939,Anneke,M,Oud - Berchem,51.1976,4.42955,Private room,33,2,381,2021-12-13,4.05,1,311,28,M,Haha
2819412,"laterrebleue-'my house, your house'",14423888,Fatima,M,Borgerhout Intra Muros Zuid,51.20914,4.43539,Shared room,41,1,119,2021-10-24,1.49,1,362,8,M,Haha
3025379,+++ KAMIL +++ terrace & pond,3185214,Annemie,M,Borgerhout Intra Muros Zuid,51.21066,4.42863,Entire home/apt,140,7,175,2021-10-31,1.92,4,120,2,M,Haha
3197919,"100 years old ""master mansion"".",16207518,Michael,M,Harmonie,51.20688,4.40645,Entire home/apt,230,3,10,2019-07-28,0.12,1,212,0,M,Haha
3202647,Penthouse +Terrace @CentralStation,10614479,Steven,M,Stadspark,51.21757,4.41641,Entire home/apt,70,12,42,2021-10-12,0.53,1,233,4,M,Haha
3203133,Cosy flat in trendy neighbourhood,13572444,Vincent,M,Zurenborg,51.20658,4.42614,Entire home/apt,35,20,11,2019-09-20,0.12,1,55,0,M,Haha
3518676,Charmant appartement op toplocatie!,17717089,Leonie En Ahmed,M,Historisch Centrum,51.22392,4.40238,Entire home/apt,114,2,77,2020-03-08,0.88,1,323,0,M,Haha
3857702,Kamers - Appartement - Studio - Centrum Antwerpen,19891615,Bart,M,Universiteitsbuurt,51.2223,4.40746,Entire home/apt,180,2,25,2021-08-02,0.29,1,350,2,M,Haha
4017995,Studio Whispering Wheat,20834666,Greta,M,Harmonie,51.20767,4.407,Private room,80,1,23,2021-08-22,0.28,2,145,1,M,Haha
4026852,Luxury townhouse close to the center of Antwerp,20878289,Bart,M,Hoboken - Centrum,51.17582,4.3474,Private room,46,1,13,2021-04-04,0.5,1,210,1,M,Haha
4030176,terrace studio in old Post office Park Spoor Noord,9438737,Joel,M,Amandus - Atheneum,51.22677,4.41754,Entire home/apt,53,14,150,2021-10-31,1.7,1,321,5,M,Haha
4032738,"Leuk dak appartement, 2 slaapkamers",20906634,Sirene,M,Borgerhout Intra Muros Zuid,51.21432,4.4362,Entire home/apt,58,2,17,2019-07-22,0.19,1,81,0,M,Haha
4064854,Studio Rustling Rye,20834666,Greta,M,Harmonie,51.20835,4.40671,Private room,80,1,40,2021-11-14,0.49,2,155,3,M,Haha
4178600,"Room in house, free parking + bikes",21679611,Tom,M,Zurenborg,51.20905,4.42731,Private room,65,2,159,2021-11-21,1.88,1,354,4,M,Haha
4265913,Cosy 19th c townhouse near Central Station+parking,22144864,Greet,M,Stuivenberg,51.21906,4.43022,Entire home/apt,213,5,22,2021-10-17,0.25,2,286,2,M,Haha
4303323,Den Coninck Achab,22337575,Jerry,M,Universiteitsbuurt,51.22239,4.41097,Entire home/apt,135,2,19,2021-12-20,0.22,1,25,5,M,Haha
4322521,Duplex 160m² with sauna & piano,15216532,Pascal,M,Zuid,51.20582,4.38771,Entire home/apt,120,2,272,2021-11-29,3.19,2,330,43,M,Haha
4332020,Marleen's cosy first floor flat,1754396,Marleen,M,Markgrave,51.20096,4.40172,Entire home/apt,50,1,11,2021-09-26,0.14,2,20,2,M,Haha
4425751,"Bedroom, cosy sitting area & rooftop terrace",3093188,Saskia,M,Stadspark,51.20973,4.41594,Private room,51,1,96,2020-04-19,1.13,1,1,0,M,Haha
4502646,Unique city loft with amazing view!,13059720,Yara,M,Historisch Centrum,51.21873,4.39914,Entire home/apt,79,1,648,2021-12-12,7.54,1,331,81,M,Haha
4703827,Spacious loungeroom w/ garden&piano,3015779,Yuri,M,Zurenborg,51.20924,4.4251,Private room,29,1,16,2016-01-03,0.19,1,239,0,M,Haha
4733497,"Louise Marie, romantisch huisje",24249803,Michel,M,Historisch Centrum,51.21785,4.39927,Entire home/apt,190,2,123,2021-12-05,1.46,1,0,15,M,Haha
4853293,Duplex in renovated Coach House,24968524,Wim,M,Stadspark,51.21034,4.41771,Private room,115,2,1,2015-06-22,0.01,3,362,0,M,Haha
4980368,Panoramic view restyled appartement,25674863,Sam,M,Zurenborg,51.20579,4.43136,Entire home/apt,79,7,6,2018-04-20,0.09,2,144,0,M,Haha
4985922,Sfeervolle studio in hartje Antwerp,25701603,Nadi,M,Theaterbuurt-Meir,51.21011,4.40581,Entire home/apt,89,2,31,2021-11-28,0.39,1,357,1,M,Haha
5020599,Stylish Rooftop next to CHANEL,13357011,Liselotte,M,Theaterbuurt-Meir,51.21687,4.40709,Entire home/apt,99,7,44,2020-03-16,0.52,1,117,0,M,Haha
5026455,Triplex apt in the heart of Antwerp,4492282,Lies,M,Historisch Centrum,51.21804,4.39894,Entire home/apt,171,2,91,2020-03-16,1.08,2,335,0,M,Haha
5040147,++HENRI++ furnished apartment with roof terrace,3185214,Annemie,M,Borgerhout Intra Muros Zuid,51.21161,4.42929,Entire home/apt,93,7,64,2021-04-11,0.82,4,29,1,M,Haha
5047962,Quiet place in an historical quarter,12309348,Luc & Kristina,M,Haringrode,51.20269,4.42433,Private room,60,1,143,2021-11-06,1.7,1,333,11,M,Haha
5074616,Discrete luxury on a top location,26204741,Patrick,M,Eilandje,51.23028,4.41823,Entire home/apt,86,3,84,2021-12-23,1.0,1,312,11,M,Haha
5096851,Double room in cosy and quiet house with garden.,15216025,Paolo,M,Deurne Zuid Oost,51.19984,4.46793,Private room,75,1,1,2018-05-21,0.02,1,173,0,M,Haha
5233718,Apartment in Antwerp,27086764,Nina,M,Theaterbuurt-Meir,51.21655,4.41352,Entire home/apt,85,2,21,2020-10-11,0.25,1,55,0,M,Haha
5379855,Classy and spacious 19th cent loft with terrace.,11534275,"Ian, Jande En Marie",M,Borgerhout Intra Muros Zuid,51.21464,4.43446,Entire home/apt,297,2,195,2021-12-05,2.38,1,77,17,M,Haha
5417459,"Full house with garden, near by tram",7553126,Tania,M,Hoboken - Centrum,51.17887,4.36301,Entire home/apt,50,2,91,2020-06-21,1.29,1,54,0,M,Haha
5574536,Central studio in historic center,28902892,AchA,M,Historisch Centrum,51.22019,4.4,Entire home/apt,91,2,113,2021-12-05,1.38,2,316,13,M,Haha
5575185,Central apartment w/ exclusive view,28902892,AchA,M,Historisch Centrum,51.21873,4.39963,Entire home/apt,121,2,237,2021-12-17,2.88,2,249,22,M,Haha
5578067,Design loft in historic building,28920566,Jasper,M,Universiteitsbuurt,51.22091,4.4164,Private room,85,2,185,2021-12-12,2.26,1,163,11,M,Haha
5646286,NESTT,4715596,Caroline & Klaas,M,Borgerhout Intra Muros Noord,51.21464,4.43711,Entire home/apt,103,2,65,2021-12-20,0.79,3,185,18,M,Haha
5702020,Where living becomes poetry...,29563257,Isabel,M,Sint-Andries,51.21491,4.39732,Entire home/apt,90,2,101,2021-11-28,1.23,1,54,17,M,Haha
5741728,"""la casa di Frà""",29779875,"""La Casa Di Frà",M,Borgerhout Intra Muros Zuid,51.21484,4.43169,Entire home/apt,70,1,34,2018-03-04,0.42,1,0,0,M,Haha
5789730,Back to Beck,30038566,Marleen,M,Deurne Zuid Oost,51.19612,4.46167,Entire home/apt,79,1,42,2021-10-23,0.51,1,337,1,M,Haha
5940310,Adorable happy positive vibes place,4586965,Marie,M,Kiel,51.18236,4.38937,Entire home/apt,85,1,58,2021-11-01,0.86,2,239,6,M,Haha
5994895,Cosy apartment in historic house,11857224,Christel,M,Historisch Centrum,51.22076,4.39855,Entire home/apt,125,3,28,2021-12-20,0.35,1,355,3,M,Haha
6000928,Arendshof,29134589,Guido,M,Deurne Oost,51.22319,4.48347,Entire home/apt,135,1,18,2021-11-01,0.25,1,26,3,M,Haha
6004053,Room at 20 min.' walk from center,31168861,Monique,M,Brederode,51.20399,4.39827,Private room,20,10,28,2021-09-01,0.34,1,179,1,M,Haha
6046872,Feel Good  Antwerp City Apartment,27432928,Anastassya,M,Harmonie,51.2061,4.40915,Entire home/apt,71,3,68,2021-10-23,1.99,1,0,12,M,Haha
6051973,"Welcome @Tempor'area, reopening June 8th! :-)",3970988,Arthur,M,Theaterbuurt-Meir,51.21336,4.40415,Entire home/apt,192,2,75,2021-12-03,0.92,1,338,8,M,Haha
6149034,Lovely flat with spectacular view!,25673165,Sharon,M,Eilandje,51.23273,4.40394,Entire home/apt,56,2,331,2021-12-19,4.09,1,338,49,M,Haha
6150016,private vintage room in Antwerp,21648784,Samuel,M,Borgerhout Intra Muros Zuid,51.21331,4.43286,Private room,50,1,40,2021-11-07,0.49,1,165,4,M,Haha
6183201,Duplex Studio,31447903,Marjolijn,M,Zuid,51.20649,4.39284,Entire home/apt,75,2,50,2019-09-10,0.62,1,269,0,M,Haha
6271039,Art Tout,20572492,JackieJ,M,Borgerhout Intra Muros Zuid,51.21134,4.44073,Private room,35,2,101,2021-02-14,1.26,3,208,1,M,Haha
6418099,BOOK LOVERS' room near Station,33481052,Anne,M,Borgerhout Intra Muros Zuid,51.21538,4.42761,Private room,48,3,290,2021-12-11,3.65,6,361,5,M,Haha
6463582,Comfortable accommodation in spacious penthouse,30519050,Bart,M,Stuivenberg,51.22061,4.43441,Private room,40,7,109,2021-09-01,1.37,1,0,3,M,Haha
6545997,Penthouse + 60 m2 terras,34241163,Peter,M,Amandus - Atheneum,51.22376,4.41753,Entire home/apt,69,1,19,2020-03-08,0.24,1,0,0,M,Haha
6584668,Belle Epoque Townhouse Antwerp,9629145,Tom,M,Stadspark,51.20914,4.41327,Entire home/apt,543,3,121,2021-11-28,1.55,1,117,10,M,Haha
6585827,Quiet room close to Central Station,33481052,Anne,M,Centraal Station,51.21614,4.42675,Private room,41,2,162,2021-11-13,2.05,6,362,11,M,Haha
6659457,Cosy & quiet appartment in Antwerp!,26567466,Aurélie,M,Brederode,51.20248,4.39477,Entire home/apt,45,2,42,2018-07-18,0.53,1,244,0,M,Haha
6670508,cozy appt in main shopping district,34913046,Laila,M,Theaterbuurt-Meir,51.21915,4.40721,Entire home/apt,128,2,188,2021-09-19,2.36,2,2,4,M,Haha
6672914,Cosy modern studio city-center WIFI & parking,34924663,Astrid,M,Eilandje,51.231232,4.404975,Entire home/apt,68,2,42,2021-09-03,0.55,1,302,3,M,Haha
6700898,Quiet with a view and morning light,33481052,Anne,M,Borgerhout Intra Muros Zuid,51.21458,4.42861,Private room,49,2,13,2019-12-03,0.16,6,364,0,M,Haha
6833081,"Cosy appartment at the Schelde, aan Nieuw Zuid",35491133,Karin,M,Zuid,51.20697,4.38598,Entire home/apt,50,5,48,2020-10-31,0.61,2,120,0,M,Haha
6984717,Trendy apartment in city centre,36620632,Fred,M,Theaterbuurt-Meir,51.21019,4.40555,Entire home/apt,70,2,16,2021-05-31,0.4,1,0,4,M,Haha
7027563,Studio aan de rand van Antwerpen,36841645,Ann,M,Nieuw - Kwartier West,51.18986,4.42491,Entire home/apt,61,2,22,2020-05-28,0.28,1,86,0,M,Haha
7067067,Master bedroom with 2 balconies,33481052,Anne,M,Borgerhout Intra Muros Zuid,51.21528,4.42754,Private room,48,2,202,2021-11-06,2.57,6,359,2,M,Haha
7123771,Triplex in het oude centrum van Antwerpen,37228775,Jules,M,Theaterbuurt-Meir,51.21662,4.40192,Entire home/apt,80,7,37,2021-07-28,1.27,1,132,6,M,Haha
7262234,cosy appartement near trainstation,14050717,Nana,M,Amandus - Atheneum,51.2238,4.42055,Entire home/apt,48,7,136,2020-09-13,2.05,1,328,0,M,Haha
7298474,Authentic Belgian apartment,27585607,Christel,M,Amandus - Atheneum,51.22375,4.4216,Entire home/apt,62,2,303,2021-12-17,3.87,3,347,14,M,Haha
7365174,Cosy classical mansion,30007259,Carlo En Johnny,M,Deurne Zuid West,51.20915,4.45426,Private room,38,1,285,2021-12-04,3.64,2,302,8,M,Haha
7395215,Big bright apt - free private parking & storage,38669961,Charis,M,Dam,51.23237,4.42278,Entire home/apt,80,14,32,2020-10-18,0.41,1,173,0,M,Haha
7443226,Well furnished apartment in Antwerp,33641167,Rose,M,Deurne Zuid Oost,51.19645,4.4634,Private room,99,1,0,M,M,1,365,0,M,Haha
7552929,Cosy and vintage apartment,10832813,Freya,M,Borgerhout Intra Muros Noord,51.2184,4.44352,Entire home/apt,60,2,102,2021-12-12,1.31,1,1,19,M,Haha
7614218,Antwerp Apartment near Centre & EXPO,8851707,Nancy & Arthur,M,Petroleum - Zuid,51.19629,4.39048,Entire home/apt,120,3,84,2021-09-26,1.22,1,356,6,M,Haha
7649576,Trendy appartment with view,40140067,Katrien,M,Markgrave,51.19786,4.40675,Entire home/apt,128,2,48,2021-10-15,0.62,1,360,6,M,Haha
7724259,green paradise near central station,24189736,Paul,M,Borgerhout Intra Muros Zuid,51.21334,4.43175,Entire home/apt,500,4,20,2019-11-10,0.26,1,189,0,M,Haha
7759657,Modern flat,40801441,Jonas,M,Historisch Centrum,51.22374,4.40567,Entire home/apt,65,100,120,2021-09-01,1.55,1,85,2,M,Haha
7814882,Licht duplex appartement,19889207,Alexander,M,Historisch Centrum,51.22455,4.40301,Entire home/apt,76,1,360,2021-12-03,4.65,4,157,44,M,Haha
7892353,spacious apartment @trendy Zuid,29142151,Suzy,M,Zuid,51.21109,4.38933,Entire home/apt,110,5,59,2021-10-27,0.77,3,328,3,M,Haha
8038470,The Collector's House - city apartment,42451031,Arno & Lana,M,Historisch Centrum,51.22265,4.4044,Entire home/apt,154,1,139,2021-12-13,1.89,2,346,2,M,Haha
8094749,Amazing Loft (from TV and fashion shoots),2793445,Christophe,M,Haringrode,51.20531,4.42083,Entire home/apt,171,1,19,2020-01-02,0.36,1,0,0,M,Haha
8104534,Art Tout Yurt,20572492,JackieJ,M,Borgerhout Intra Muros Zuid,51.21096,4.44197,Entire home/apt,36,2,193,2021-05-09,2.52,3,208,5,M,Haha
8158582,Modern apartement in nice neighbourhood,43067380,Laura,M,Groenenhoek,51.19835,4.43971,Entire home/apt,70,2,22,2021-10-31,1.22,1,238,18,M,Haha
8179789,2 nd  flr in charming house 1927,4851422,Ann,M,Kiel,51.18526,4.38528,Private room,35,6,1,2020-09-04,0.06,2,0,0,M,Haha
8366368,Gezellige Klassiek woning S,30007259,Carlo En Johnny,M,Borgerhout Extra Muros,51.20984,4.45306,Private room,38,1,187,2021-12-16,2.46,2,300,13,M,Haha
8469104,Kapiteinswoonst woonboot. Barge Boat Wheelhouse,44600268,Tom,M,Eilandje,51.23519,4.41192,Entire home/apt,95,1,43,2021-11-28,0.57,1,345,4,M,Haha
8473696,Home-at-Mas,44623726,Martin,M,Eilandje,51.22846,4.40489,Entire home/apt,94,2,92,2021-11-13,1.24,1,352,14,M,Haha
8491381,Cozy flat in the centre of Antwerp,43163766,Olivier,M,Zuid,51.20882,4.39471,Entire home/apt,55,2,0,M,M,1,0,0,M,Haha
8499321,"Cozy, light & centrally located ap.",44756215,Sebastien,M,Harmonie,51.20898,4.40668,Entire home/apt,70,2,30,2019-01-31,0.4,1,359,0,M,Haha
8514381,Renovated Studio in the centre,44834170,Leni,M,Stadspark,51.21777,4.41577,Entire home/apt,56,2,213,2021-12-19,2.83,2,294,25,M,Haha
8587634,Blue room_with private bathroom and kitchen,32817557,Kukumaria,M,Amandus - Atheneum,51.22328,4.41895,Entire home/apt,45,3,447,2020-10-18,5.91,1,0,0,M,Haha
8599666,New flat theater area Antwerp(WIFI),222831298,Arne,M,Theaterbuurt-Meir,51.21314,4.40439,Entire home/apt,100,1,312,2021-12-05,4.22,8,255,23,M,Haha
8725792,One bedroom Appt in Mid center Antw,45793937,Daniella,M,Stadspark,51.21008,4.40944,Entire home/apt,70,3,34,2020-03-23,0.49,1,287,0,M,Haha
8751883,Vakantiewoning Monnikenhoeve (#32),26893689,Filip,M,Polder,51.3494,4.34242,Entire home/apt,568,2,33,2021-11-12,0.47,1,164,9,M,Haha
8757097,Amazing location! Charming Romantic Historic - TOP,45923414,Linda,M,Zuid,51.20781,4.39219,Entire home/apt,83,2,73,2021-12-19,0.97,2,358,10,M,Haha
8766126,Rustige studio,19889207,Alexander,M,Historisch Centrum,51.22394,4.40172,Entire home/apt,64,1,564,2021-12-12,7.46,4,158,68,M,Haha
8769507,Beautiful LOFT appartment - heart of the city,45978299,Karine,M,Zuid,51.2113,4.39653,Entire home/apt,124,2,177,2021-08-22,2.34,1,0,1,M,Haha
8772155,beautiful apartment @trendy Zuid A,29142151,Suzy,M,Zuid,51.20788,4.38686,Entire home/apt,140,3,15,2019-06-01,0.2,3,356,0,M,Haha
8853612,"LOFT, ViNTAGE, DESiGN & WARM PLACE near to CS!!!",27447276,Kavak,M,Centraal Station,51.21697,4.42542,Entire home/apt,115,3,111,2019-10-27,1.47,1,270,0,M,Haha
8877884,ANTWERPEN-ZUID TOP FLOOR APARTMENT,46459971,Pascal,M,Zuid,51.20989,4.39795,Entire home/apt,103,2,117,2021-11-28,1.56,1,358,24,M,Haha
8929714,Room in apartment near Central Station,35492867,Arne,M,Centraal Station,51.21721,4.41932,Private room,25,2,44,2019-04-24,0.59,1,53,0,M,Haha
8959933,Expat living or citytrip,46828404,Johan,M,Sint-Andries,51.21391,4.39384,Entire home/apt,65,14,4,2020-09-06,0.05,1,252,0,M,Haha
8965535,Calm in the middle of the vibrant South District!,46855052,Marije,M,Zuid,51.2082,4.38983,Entire home/apt,71,5,133,2021-11-22,1.88,1,260,3,M,Haha
9063100,The Collector's House - guest house,42451031,Arno & Lana,M,Historisch Centrum,51.22224,4.40367,Entire home/apt,166,1,280,2021-12-22,3.82,2,325,20,M,Haha
9126033,Cosy and light apartement,47542627,Martha En Saki,M,Stuivenberg,51.22136,4.43324,Entire home/apt,65,2,36,2021-11-28,0.48,1,155,2,M,Haha
9140286,Trendy apartement on a toplocation!,47602661,Anouk,M,Markgrave,51.1963,4.40547,Entire home/apt,72,2,60,2020-01-27,0.8,1,116,0,M,Haha
9193370,"Charming, bright apartment",9552088,Jolanda,M,Markgrave,51.19979,4.39705,Entire home/apt,80,2,73,2020-02-25,0.98,1,147,0,M,Haha
9299137,Lovely modern room,24119620,Ellen,M,Ekeren Centrum,51.28335,4.41879,Private room,111,1,0,M,M,1,365,0,M,Haha
9357512,Studio close to Antwerp Central station,48559828,Vicky,M,Amandus - Atheneum,51.2195,4.42151,Entire home/apt,75,2,11,2021-10-18,0.4,1,0,2,M,Haha
9403972,Mooie woning @ hartje Antwerpen,48767767,Hesen,M,Amandus - Atheneum,51.22393,4.41956,Entire home/apt,70,2,165,2021-12-09,2.32,1,343,21,M,Haha
9444009,Zalig antwerpen  beleven.,48943070,Anny,M,Historisch Centrum,51.2271,4.40262,Private room,80,1,87,2021-11-21,1.19,1,326,10,M,Haha
9444419,"300m² loft (terras & river view) ""Loft O""",4277604,Sarah,M,Zuid,51.21233,4.39235,Entire home/apt,391,1,134,2021-12-07,1.88,2,264,38,M,Haha
9487949,Antwerp City Center,8331121,Joeri,M,Amandus - Atheneum,51.22572,4.41758,Private room,25,2,97,2021-04-09,1.31,1,34,4,M,Haha
9582616,Modern very light apartment with a sunny terrace,19211847,Dieter,M,Borgerhout Extra Muros,51.20127,4.44463,Entire home/apt,69,2,39,2021-08-30,0.8,1,0,3,M,Haha
9809677,Backpackersroom !!,11087865,Rooms Antwerpen,M,Universiteitsbuurt,51.22679,4.41105,Private room,38,1,299,2021-12-21,4.08,3,315,42,M,Haha
9809688,Backpackersroom !!,11087865,Rooms Antwerpen,M,Universiteitsbuurt,51.22609,4.40984,Private room,36,1,231,2021-12-21,3.15,3,324,28,M,Haha
9854143,A smile is our universal welcome :-),41687451,Irina & Gianpaolo,M,Universiteitsbuurt,51.22214,4.4083,Entire home/apt,58,2,91,2020-01-30,1.24,1,0,0,M,Haha
