id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,Proto
36469302,Bright and Green fully equiped Garden apartment,41812074,Sem,M,Stuivenberg,51.21841,4.43081,Entire home/apt,71,1,29,2021-08-20,0.97,1,0,6,M,Haha
36494577,"Nice neighborhood, strategically placed, good beds",157525654,Michèle,M,Stadspark,51.20614,4.41136,Entire home/apt,91,2,42,2021-11-28,1.5,1,324,13,M,Haha
36503455,Roomy and light city house 15 min from city centre,14494301,Jan,M,Deurne Noord,51.23411,4.44565,Entire home/apt,120,1,45,2021-12-05,1.55,1,344,19,M,Haha
36519761,Nice Private bedroom in the city of Antwerp!,4664027,Zuzanna,M,Harmonie,51.20268,4.40604,Private room,39,2,14,2019-09-01,0.47,2,0,0,M,Haha
36520988,Trendy & Spacious appartement with Terras (SW),4664027,Zuzanna,M,Markgrave,51.20204,4.40466,Entire home/apt,81,2,14,2021-12-05,0.49,2,1,13,M,Haha
36595448,Gezellige 1 persoons-studio,35684494,Caroline,M,Hoboken - Centrum,51.18004,4.3606,Private room,40,2,3,2021-10-10,0.2,1,358,2,M,Haha
36612160,Long term rent appartment,16824272,John,M,Groenenhoek,51.20218,4.44297,Entire home/apt,40,90,0,M,M,1,90,0,M,Haha
36637087,Relaxed bright 1930's apartment,1456876,Carmina,M,Amandus - Atheneum,51.2213,4.42466,Entire home/apt,75,3,2,2019-10-13,0.07,1,42,0,M,Haha
36660088,Cozy bright apartment in the heart of Antwerp,27046365,Chiara,M,Historisch Centrum,51.22156,4.39795,Entire home/apt,102,2,3,2020-03-08,0.11,1,0,0,M,Haha
36667763,The Card Room Green Studio,270964935,Liselore,M,Theaterbuurt-Meir,51.21346,4.40891,Entire home/apt,138,1,51,2021-12-12,1.72,10,361,34,M,Haha
36671122,Quiet mini studio in row house near Sportpaleis,96769191,Vanessa,M,Deurne Noord,51.22574,4.45318,Private room,42,1,29,2021-12-01,0.98,1,339,9,M,Haha
36687566,Cosy bright app with big terrace citycentre,21410548,Dalilah,M,Historisch Centrum,51.22163,4.39841,Entire home/apt,65,10,0,M,M,1,89,0,M,Haha
36729427,Nice appartement,79510923,Sara,M,Nieuw - Kwartier Oost,51.19174,4.43593,Entire home/apt,42,1,0,M,M,2,85,0,M,Haha
36784511,Charming house in the heart of Antwerp (92 m2),37008652,Roland,M,Sint-Andries,51.21429,4.40199,Entire home/apt,78,2,2,2021-11-14,0.07,1,111,1,M,Haha
36862676,Top flat  @ Antwerp Old Town,43247005,Rebecca,M,Historisch Centrum,51.21994,4.39984,Entire home/apt,64,1,41,2021-11-15,1.38,16,328,6,M,Haha
36870874,Cosy authentic appartement in the heart of Antwerp,5687914,Irina,M,Historisch Centrum,51.21924,4.397,Entire home/apt,67,2,26,2021-12-19,0.88,1,333,6,M,Haha
36900123,Cosy Apartment close to Antwerp Central Station,16081550,Anna Rosa,M,Amandus - Atheneum,51.21991,4.42445,Entire home/apt,55,2,2,2021-10-25,0.88,1,20,2,M,Haha
36904085,Luxury appartment in the heart of vibrant Antwerp,84482862,Philippe,M,Brederode,51.20709,4.39723,Entire home/apt,164,1,3,2020-02-26,0.1,1,0,0,M,Haha
36937227,Ground floor apartment with bath,277645495,Daily,M,Sint-Andries,51.21462,4.39915,Entire home/apt,97,1,3,2021-07-04,0.37,7,85,3,M,Haha
36941463,"Frame of View, Het Eilandje",9686695,Caroline,M,Eilandje,51.23011,4.40515,Private room,75,3,8,2021-01-31,0.27,2,359,1,M,Haha
36953202,Charmante woning met privé tuin,271949304,Behnaz,M,Groenenhoek,51.1932,4.44038,Entire home/apt,140,3,1,2020-01-02,0.04,1,83,0,M,Haha
36961012,Studio style apartment with kitchenette,277645495,Daily,M,Sint-Andries,51.21349,4.40069,Entire home/apt,97,1,7,2021-12-22,0.38,7,86,4,M,Haha
36963032,Studio style apartment in Antwerp City center,277645495,Daily,M,Sint-Andries,51.21365,4.39903,Entire home/apt,97,1,4,2021-09-22,0.24,7,82,2,M,Haha
36963744,Cathedral view studio apartment,277645495,Daily,M,Historisch Centrum,51.22056,4.40143,Entire home/apt,104,1,33,2021-10-06,1.73,7,76,19,M,Haha
36964013,Cathedral view tripple floor apartement,277645495,Daily,M,Historisch Centrum,51.22174,4.40149,Entire home/apt,114,1,32,2021-12-21,1.86,7,74,23,M,Haha
37000679,Awesome 2 BDR flat @ Antwerp hotspot! Free Wifi!,43247005,Rebecca,M,Theaterbuurt-Meir,51.2193,4.40845,Entire home/apt,137,1,23,2021-10-01,0.82,16,357,7,M,Haha
37025979,industrial nightlife loft,99239565,Ralph,M,Sint-Andries,51.21593,4.40118,Entire home/apt,135,3,8,2021-11-15,0.28,2,0,4,M,Haha
37028613,nightlife loft room,99239565,Ralph,M,Sint-Andries,51.21754,4.39964,Private room,60,1,42,2021-11-05,1.44,2,44,17,M,Haha
37055636,Light flat @ Antwerp hotspot + Free WiFi!,43247005,Rebecca,M,Historisch Centrum,51.21985,4.39995,Entire home/apt,118,1,27,2021-12-19,0.92,16,361,16,M,Haha
37067190,Single guest room in charming appartment @ Berchem,278642357,Elien,M,Oud - Berchem,51.19829,4.42003,Private room,25,2,10,2021-09-14,2.16,1,0,10,M,Haha
37090123,Theatre Lodge Apartment in the Heart of Antwerp,165436938,Luca,M,Theaterbuurt-Meir,51.21517,4.40922,Entire home/apt,67,1,99,2021-11-26,3.36,63,330,37,M,Haha
37090780,Hospitable,278983959,Omer,M,Brederode,51.20316,4.39228,Entire home/apt,70,1,1,2019-08-13,0.03,1,0,0,M,Haha
37104895,Cathedral Triplex Loft. In Heart of Antwerp,165436938,Luca,M,Historisch Centrum,51.21946,4.39981,Entire home/apt,70,1,51,2021-12-08,1.88,63,305,21,M,Haha
37148200,Cosy studio nearby Central Station,174184833,Bram,M,Amandus - Atheneum,51.21795,4.42972,Entire home/apt,45,2,11,2021-12-13,0.64,1,316,9,M,Haha
37150608,Gezellig appartement,279448956,Gaetane,M,Middelheim,51.18453,4.3919,Entire home/apt,60,1,53,2021-11-14,1.99,1,84,25,M,Haha
37200727,The India Yellow Studio,270964935,Liselore,M,Theaterbuurt-Meir,51.21346,4.40891,Entire home/apt,150,1,14,2021-11-22,0.51,10,348,7,M,Haha
37222413,Apartment near Sportpaleis/Lotto Arena,280257990,Evi,M,Oud - Merksem,51.24009,4.43972,Entire home/apt,58,1,8,2021-10-02,0.27,1,357,1,M,Haha
37277303,Antwerp Historic City Centre Quiet Street (LW20),248149473,Christiane,M,Historisch Centrum,51.2185,4.39925,Entire home/apt,117,1,21,2021-10-02,0.73,6,0,12,M,Haha
37289326,Trendy Art Nouveau apartment near station & centre,211790109,Yaya,M,Zurenborg,51.20801,4.43221,Entire home/apt,54,14,55,2020-07-31,1.9,3,364,0,M,Haha
37363210,"Beautifull view, 2 apartments, perfect for groups",14336753,Bert,M,Brederode,51.19998,4.39204,Entire home/apt,120,1,0,M,M,5,238,0,M,Haha
37475845,Sleeping on the Leftbank of Antwerp,108458311,Tinneke,M,Linkeroever,51.22782,4.38753,Private room,54,1,30,2021-12-20,1.04,1,276,22,M,Haha
37529748,3 Bedroom Apartment in the Heart of Antwerp SP2,165436938,Luca,M,Historisch Centrum,51.22563,4.40027,Entire home/apt,68,1,82,2021-11-28,2.82,63,322,46,M,Haha
37730967,Entire Floor with 2 bedrooms and private bathroom,4819472,Loes,M,Brederode,51.20114,4.39709,Private room,60,1,5,2020-08-30,0.19,1,0,0,M,Haha
37735334,At home in Antwerp !,285249117,Erik,M,Markgrave,51.1987,4.40232,Private room,80,2,1,2020-12-13,0.08,1,192,0,M,Haha
37774325,"Authentiek, stijlvol, warm en gezellig !",9342946,Tine,M,Zurenborg,51.20654,4.42793,Private room,35,2,28,2021-12-19,0.97,1,357,10,M,Haha
37774768,piece unique in Antwerpen,35553150,Nelleke,M,Zuid,51.2087,4.38405,Entire home/apt,125,1,31,2021-12-24,1.1,1,358,19,M,Haha
37792685,Stofwisseling Guesthouse,81237925,Ann,M,Haringrode,51.20169,4.42374,Entire home/apt,95,2,37,2021-12-20,1.54,1,159,26,M,Haha
37857932,Newly renovated designer studio,5149824,Snezhana,M,Groenenhoek,51.19755,4.43832,Entire home/apt,110,1,13,2021-11-01,0.47,1,360,7,M,Haha
37890065,"Cosy, quiet room for 2 near Antwerp City center",149531704,Veerle,M,Borgerhout Extra Muros,51.20853,4.45136,Private room,45,1,0,M,M,1,72,0,M,Haha
37925930,Charming and bright apartment in trendy area,131019671,Hanane,M,Zuid,51.21051,4.40054,Entire home/apt,75,5,11,2019-12-22,0.4,1,53,0,M,Haha
37930611,Arizona flat city of Antwerp+ view,182678477,Driss,M,Theaterbuurt-Meir,51.21459,4.40841,Entire home/apt,110,1,42,2021-11-02,1.47,8,358,15,M,Haha
37941621,Cozy apartment close to Antwerp Central Station,43721100,Hannelore,M,Centraal Station,51.21249,4.41856,Entire home/apt,85,2,11,2021-10-07,0.39,1,0,2,M,Haha
38067907,Room in cosy house in Edegem,64663109,Michel,M,Oosterveld - Elsdonk,51.16827,4.4217,Private room,32,1,10,2021-12-21,0.36,1,63,6,M,Haha
38080630,Cathedral Duplex Apartment Historic Center Antwerp,165436938,Luca,M,Historisch Centrum,51.221,4.40107,Entire home/apt,68,1,166,2021-12-12,5.96,63,312,84,M,Haha
38086166,Sunny apartment near center of Antwerp,83095556,Anneleen,M,Borgerhout Extra Muros,51.20989,4.45245,Entire home/apt,75,7,9,2021-08-31,0.32,1,25,1,M,Haha
38115282,*Staark1 - luxe appartement incl parking,26399692,Micheline,M,Eilandje,51.22765,4.40693,Entire home/apt,203,2,0,M,M,2,342,0,M,Haha
38126665,Kings and Queens Suite,15780894,Simon,M,Universiteitsbuurt,51.22162,4.4064,Private room,42,1,115,2021-08-29,4.09,11,0,31,M,Haha
38149971,NOIR. RESIDENCE - City Center of Antwerp Lux. Loft,289860799,Gina,M,Historisch Centrum,51.22269,4.40241,Entire home/apt,70,2,14,2020-03-09,0.51,1,0,0,M,Haha
38202647,Vintage appartment in lively though queit area,6028836,Eva,M,Borgerhout Extra Muros,51.20254,4.44756,Entire home/apt,44,4,4,2019-10-13,0.15,1,175,0,M,Haha
38208119,Unique & historical loft in Antwerp Center,56506698,Erlend,M,Theaterbuurt-Meir,51.21855,4.41064,Entire home/apt,97,3,17,2021-12-05,0.62,1,0,4,M,Haha
38208194,SP12 Suites - Studio in the Heart of Antwerp city,290326691,Charlotte,M,Historisch Centrum,51.22553,4.40107,Entire home/apt,102,1,55,2021-12-12,2.07,1,165,37,M,Haha
38255134,"Spacious, Luxurious Flat by Historical City",249017821,Lucie,M,Markgrave,51.19911,4.40625,Entire home/apt,230,1,11,2021-11-28,0.4,1,75,7,M,Haha
38271062,"Spacious, trendy penthouse w/ city view, on South",267848896,Dietrich,M,Brederode,51.2066,4.39949,Entire home/apt,311,2,13,2021-12-20,0.54,3,210,12,M,Haha
38281107,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,M,Historisch Centrum,51.219448,4.402464,Private room,183,1,1,2021-02-24,0.1,5,246,1,M,Haha
38281297,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,M,Historisch Centrum,51.219448,4.402464,Private room,150,1,6,2021-11-24,0.5,5,243,6,M,Haha
38281578,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,M,Historisch Centrum,51.219448,4.402464,Hotel room,162,1,4,2021-10-10,0.33,5,247,3,M,Haha
38281744,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,M,Historisch Centrum,51.219448,4.402464,Private room,152,1,3,2021-11-21,0.32,5,246,3,M,Haha
38282034,B in Antwerp-your luxurious getaway in Antwerp!,44330774,Sharon,M,Historisch Centrum,51.219448,4.402464,Private room,152,1,0,M,M,5,251,0,M,Haha
38352422,NEW 2BDR FLAT * BEST CHOICE * Antwerp City Centre,43247005,Rebecca,M,Theaterbuurt-Meir,51.21889,4.40856,Entire home/apt,129,7,45,2021-09-13,1.63,16,358,13,M,Haha
38399285,Cozy studio at great location,292479174,Elias,M,Historisch Centrum,51.22641,4.40429,Entire home/apt,73,4,25,2021-12-19,1.0,1,326,12,M,Haha
38419944,Entire apartment in an unique historical townhouse,14068265,Karolien,M,Sint-Andries,51.21239,4.39979,Entire home/apt,133,1,27,2021-10-24,0.98,1,0,7,M,Haha
38420633,Centrally located stylish and spacious flat,9352812,Sven,M,Amandus - Atheneum,51.2229,4.41924,Entire home/apt,65,1,5,2020-07-18,0.19,1,0,0,M,Haha
38470295,"❤️ of Antwerp, Awesome bed, Netflix Included",102711282,Benjamin,M,Amandus - Atheneum,51.21819,4.42994,Entire home/apt,40,1,117,2021-12-11,4.24,2,36,51,M,Haha
38547626,Charming studio close to central station,82243088,Joleen,M,Amandus - Atheneum,51.21844,4.4269,Entire home/apt,60,2,73,2021-12-13,2.81,1,143,47,M,Haha
38561071,"7-bedroom appartment in Antwerp, 16 persons",264440567,Henry,M,Haringrode,51.2068,4.42013,Entire home/apt,249,15,0,M,M,8,364,0,M,Haha
38594194,Artist in Residence Studio,294500036,Foundation,M,Oud - Berchem,51.20569,4.43407,Entire home/apt,55,3,5,2021-12-16,0.18,1,300,1,M,Haha
38683692,Cosy apartment city center | with rooftop terrace,14549227,Philippe,M,Historisch Centrum,51.21907,4.39871,Entire home/apt,95,2,14,2021-10-24,0.61,1,0,11,M,Haha
38719338,Studio Roosevelt - Centrum Antwerpen,267327007,Tom,M,Amandus - Atheneum,51.22107,4.4179,Entire home/apt,56,2,70,2021-12-13,2.57,1,327,26,M,Haha
38836444,Private double guest room in charming row house.,297333293,Maarten,M,Oud - Berchem,51.19971,4.42581,Private room,45,1,29,2021-10-24,1.07,1,161,11,M,Haha
38878107,The Kaoz: more than just a luxury loft in Antwerp!,25141306,Cain,M,Dam,51.23253,4.42729,Entire home/apt,110,1,14,2020-06-28,0.53,1,0,0,M,Haha
38898289,APARTMENT in the heart of Antwerp!,174932988,Olivier,M,Historisch Centrum,51.22399,4.40427,Entire home/apt,83,2,10,2020-03-09,0.39,5,220,0,M,Haha
38919382,STUDIO in the heart of Antwerp!,174932988,Olivier,M,Historisch Centrum,51.22383,4.40517,Entire home/apt,97,2,22,2021-11-21,0.85,5,164,14,M,Haha
38919694,APARTMENT in the heart of Antwerp!,174932988,Olivier,M,Universiteitsbuurt,51.22438,4.40593,Entire home/apt,83,2,10,2021-03-26,0.39,5,229,2,M,Haha
38925489,Nice apartment in the heart of the city,101646939,Tome,M,Historisch Centrum,51.22312,4.40546,Entire home/apt,58,1,78,2020-12-21,2.85,2,0,0,M,Haha
38934795,konac,267671671,Mircea,M,Stadspark,51.20994,4.41002,Entire home/apt,85,1,6,2021-06-06,0.22,3,344,3,M,Haha
38967550,☘ 1001 Nights Loft citycenter Antwerp +balconyview,182678477,Driss,M,Theaterbuurt-Meir,51.2141,4.40946,Entire home/apt,154,1,106,2021-12-23,3.91,8,346,61,M,Haha
38972380,duplex,267671671,Mircea,M,Stadspark,51.21029,4.40872,Entire home/apt,115,1,16,2021-12-18,0.59,3,55,7,M,Haha
38975201,Cosy studio with amazing view,25260390,Line Albertina,M,Nieuw - Kwartier Oost,51.18446,4.44269,Entire home/apt,55,4,31,2021-12-20,1.15,1,86,17,M,Haha
39000837,Charming Apartment in the heart of Antwerp,87177320,Casper,M,Theaterbuurt-Meir,51.21484,4.40502,Entire home/apt,129,2,5,2021-12-19,0.47,1,318,5,M,Haha
39043040,Gezellige woning met tuin!,299223721,Ludo,M,Deurne Zuid West,51.20451,4.46394,Entire home/apt,80,2,11,2021-11-28,0.4,1,358,2,M,Haha
39092875,Handmade with love Antwerpian Apartment,58581059,Rachel,M,Deurne Noord,51.23094,4.44501,Entire home/apt,90,2,7,2021-10-17,0.27,1,0,4,M,Haha
39096070,A luxury apartment in the center of Antwerp,171801886,Koen,M,Historisch Centrum,51.22014,4.40441,Entire home/apt,110,3,18,2021-11-28,0.76,1,107,15,M,Haha
39174512,Loft @ Vooruitzicht,300550745,Jan,M,Borgerhout Intra Muros Noord,51.21868,4.44294,Entire home/apt,86,1,25,2021-12-12,0.95,2,53,12,M,Haha
39175921,Room @ Vooruitzicht,300550745,Jan,M,Borgerhout Intra Muros Noord,51.21785,4.44269,Private room,20,5,11,2021-12-10,0.43,2,0,5,M,Haha
39196316,Think Jazzy Gallery Suite Appartement ♠️,139712249,Thomas,M,Universiteitsbuurt,51.22181,4.40539,Entire home/apt,66,1,63,2021-12-11,2.34,1,59,37,M,Haha
39292367,"Bright apartment in dead-end street, bikes inc.",301665154,Charlotte,M,Kiel,51.19114,4.37472,Entire home/apt,65,1,17,2021-10-31,0.64,1,0,6,M,Haha
39330826,Apartments “Brial 1”.,127787502,Olena,M,Stadspark,51.21003,4.42281,Entire home/apt,531,1,31,2021-10-17,1.18,5,348,7,M,Haha
39348629,Theodore Lodge Apartment in the Heart of Antwerp,165436938,Luca,M,Sint-Andries,51.21612,4.39905,Entire home/apt,68,1,58,2021-12-05,2.21,63,349,27,M,Haha
39385527,"Cozy studio, near the heart of Antwerp",1691155,Loïc,M,Groenenhoek,51.19993,4.44188,Entire home/apt,50,1,5,2021-12-12,0.19,1,87,3,M,Haha
39401215,"Apartment "" Brial  2"".",127787502,Olena,M,Stadspark,51.2096,4.42098,Entire home/apt,479,1,30,2021-08-08,1.18,5,339,9,M,Haha
39402577,"Apartment ""Bria 3""",127787502,Olena,M,Haringrode,51.20885,4.42259,Entire home/apt,481,1,13,2021-07-03,0.51,5,339,3,M,Haha
39403196,"Apartment  ""Brial 4"".",127787502,Olena,M,Haringrode,51.2085,4.42273,Entire home/apt,481,1,23,2021-07-18,0.95,5,343,13,M,Haha
39439450,Modern flat with a vintage touch.,302909078,Yann,M,Amandus - Atheneum,51.22851,4.41819,Entire home/apt,160,2,3,2021-09-19,0.14,2,84,2,M,Haha
39482529,Urban room in YUST,275023479,Yust,M,Oud - Berchem,51.19878,4.416747,Private room,145,1,4,2021-10-02,0.18,1,332,2,M,Haha
39484040,Cosy and charming apartment in the city center,294349726,Astrid,M,Stadspark,51.20721,4.41579,Entire home/apt,62,5,5,2021-09-17,0.2,1,106,4,M,Haha
39493751,Apartment with a view,103363284,Nathalie,M,Amandus - Atheneum,51.22899,4.41804,Entire home/apt,48,29,1,2020-08-07,0.06,9,0,0,M,Haha
39504410,Modern 2 bedroom apartment with amazing river view,4865806,Tommie,M,Eilandje,51.23189,4.40376,Entire home/apt,145,2,5,2021-07-03,0.19,2,169,4,M,Haha
39505817,♥  Romantisch verblijf in hippe buurt,251481632,Eline,M,Borgerhout Intra Muros Zuid,51.21025,4.42957,Entire home/apt,70,2,4,2021-11-01,0.16,1,0,1,M,Haha
39572996,Theaterstudio 2.0 Antwerp,141159863,Liselore,M,Theaterbuurt-Meir,51.212906,4.408221,Entire home/apt,207,1,28,2021-10-28,1.06,2,322,14,M,Haha
39576050,"Bright flat with vintage elements, near the park.",302909078,Yann,M,Amandus - Atheneum,51.22945,4.41789,Entire home/apt,160,1,2,2020-11-30,0.09,2,83,0,M,Haha
39576578,Spacious & cozy apartment in the historical area,18537346,Edwing,M,Universiteitsbuurt,51.22109,4.40568,Entire home/apt,66,2,3,2020-01-12,0.12,1,28,0,M,Haha
39578032,Marble Lodge Apartments in the Heart of Antwerp 4F,165436938,Luca,M,Theaterbuurt-Meir,51.21743,4.40631,Entire home/apt,70,1,92,2021-12-07,3.55,63,337,45,M,Haha
39580214,Marble Lodge Apartments in the Heart of Antwerp 2D,165436938,Luca,M,Theaterbuurt-Meir,51.2188,4.40673,Entire home/apt,70,1,47,2021-11-28,1.81,63,345,21,M,Haha
39601703,Design loft in the historic center with a terrace,36864214,Diana,M,Universiteitsbuurt,51.22346,4.40824,Entire home/apt,96,2,14,2020-07-25,0.54,1,0,0,M,Haha
39606146,Marble Lodge Apartments in the Heart of Antwerp 2A,165436938,Luca,M,Theaterbuurt-Meir,51.21695,4.40918,Entire home/apt,68,1,70,2021-12-09,2.65,63,341,32,M,Haha
39626634,Bright studio at perfect location incl parkingspot,52331031,Florentijn,M,Theaterbuurt-Meir,51.21619,4.40959,Entire home/apt,55,14,23,2021-09-06,0.88,1,1,10,M,Haha
39644430,Close to City Centre,21046022,Arif,M,Borgerhout Intra Muros Noord,51.21584,4.43488,Private room,55,1,19,2021-07-31,0.73,3,85,4,M,Haha
39664757,Spacious Duplex Apartment With a Big Sunny Terrace,43529471,Axel,M,Brederode,51.19922,4.39241,Private room,73,2,10,2021-11-21,0.38,1,81,5,M,Haha
39697333,An apartment in the heart of Antwerp (2),46342839,Mari,M,Harmonie,51.20779,4.40409,Entire home/apt,39,2,8,2021-11-14,0.33,2,54,3,M,Haha
39713572,Gorgeous apartment in a quiet area in Antwerp,26729835,Aida,M,Borgerhout Extra Muros,51.20135,4.44473,Entire home/apt,90,2,23,2021-11-08,0.89,2,0,9,M,Haha
39728310,Stadswoning in smiley-neighbourhood 2060,6616864,Christof,M,Amandus - Atheneum,51.22691,4.42173,Entire home/apt,103,2,13,2021-10-24,0.52,1,324,6,M,Haha
39746037,Gorgeous room in a quiet area in Antwerp,26729835,Aida,M,Borgerhout Extra Muros,51.20161,4.44557,Private room,45,2,4,2020-03-05,0.16,2,0,0,M,Haha
39764990,Cosy appartment Eilandje,69604003,Michaël,M,Eilandje,51.23387,4.41185,Entire home/apt,50,4,7,2020-01-29,0.27,1,0,0,M,Haha
39805468,Big apartment at Antwerpen city center,14670256,Jose,M,Amandus - Atheneum,51.22064,4.41785,Entire home/apt,50,2,5,2019-12-15,0.19,1,0,0,M,Haha
39827291,The studio,306419120,Koen,M,Historisch Centrum,51.22537,4.40436,Entire home/apt,68,2,103,2021-12-13,3.97,1,103,37,M,Haha
39882751,Small room near Antwerp Centre,220077937,David,M,Oud - Merksem,51.24039,4.43671,Private room,22,4,18,2021-10-01,0.77,4,0,10,M,Haha
39891513,Cocoon: Cosy apartment in the historic city centre,205445663,Kenny,M,Historisch Centrum,51.21833,4.39982,Entire home/apt,90,1,3,2020-02-16,0.12,1,2,0,M,Haha
39905365,Renovated bright & quiet 1BR near Port and city ❤️,302345778,Dorien,M,Luchtbal,51.25561,4.42447,Entire home/apt,40,90,3,2021-09-17,0.12,1,269,2,M,Haha
39905529,New design apartment with panoramic views,103363284,Nathalie,M,Eilandje,51.23015,4.41661,Entire home/apt,60,21,0,M,M,9,194,0,M,Haha
39908193,302、Antwerp central station's charming apartment,52106350,Jackie,M,Amandus - Atheneum,51.21918,4.4248,Entire home/apt,135,2,33,2021-11-28,1.33,6,351,21,M,Haha
39935151,Center Duplex apartment with a bedroom & aquarium,228522778,Olena,M,Theaterbuurt-Meir,51.2145,4.41004,Entire home/apt,150,150,0,M,M,1,351,0,M,Haha
39961203,"Great kitchen, very good central location",60756836,Ann,M,Harmonie,51.20831,4.4051,Entire home/apt,85,16,1,2021-09-19,0.3,9,116,1,M,Haha
40078653,The Greenplace Lodge S1,165436938,Luca,M,Sint-Andries,51.21737,4.3987,Entire home/apt,68,1,13,2021-09-03,0.51,63,346,5,M,Haha
40079702,The Greenplace Lodge Penthouse S4,165436938,Luca,M,Historisch Centrum,51.21848,4.39989,Entire home/apt,68,1,10,2020-07-29,0.39,63,357,0,M,Haha
40080174,The Greenplace Lodge S2,165436938,Luca,M,Sint-Andries,51.21697,4.40005,Entire home/apt,70,1,58,2021-12-03,2.34,63,339,26,M,Haha
40080586,The Greenplace Lodge S3,165436938,Luca,M,Historisch Centrum,51.21824,4.39912,Entire home/apt,68,1,37,2021-11-21,1.48,63,337,16,M,Haha
40084323,Your home !,267671671,Mircea,M,Stadspark,51.20989,4.40932,Entire home/apt,65,1,8,2021-12-12,0.32,3,358,5,M,Haha
40099953,ANTWERP Quiet Business  apartement in city centre,261394719,Your,M,Stadspark,51.20981,4.4131,Entire home/apt,143,3,2,2021-01-25,0.12,3,9,1,M,Haha
40101542,exceptional gatehouse with parkplace in city,309467495,Stéphanie,M,Harmonie,51.20777,4.40667,Entire home/apt,60,2,23,2021-08-13,0.92,1,0,7,M,Haha
40129833,Leuk omgeving valt veel te doen,309694296,Thakoerdien,M,Zuid,51.20719,4.39231,Private room,50,2,23,2021-11-14,0.93,1,179,5,M,Haha
40150324,New Triplex House 10 pers in Antwerp Citycenter,228207262,Ann,M,Sint-Andries,51.21354,4.39892,Entire home/apt,160,14,0,M,M,9,364,0,M,Haha
40172994,Sunrise View Lodge in the Center of Antwerp,165436938,Luca,M,Universiteitsbuurt,51.21989,4.41508,Entire home/apt,68,1,27,2021-12-06,1.07,63,354,21,M,Haha
40219162,"City Centre Studio:  enjoy art, fashion & dining",40455656,Alain,M,Theaterbuurt-Meir,51.2133,4.40957,Entire home/apt,48,3,7,2021-08-22,0.29,1,180,4,M,Haha
40229216,I invite you to my apartment is very nice,250873785,Isabella,M,Brederode,51.20159,4.39135,Private room,100,3,0,M,M,1,87,0,M,Haha
40271527,"Perfect Location, location, location",311077135,Cornelia,M,Universiteitsbuurt,51.2253,4.40599,Entire home/apt,99,2,9,2021-12-19,0.37,1,352,4,M,Haha
40295291,Friday Market,292259483,Jacqueline,M,Historisch Centrum,51.21861,4.39787,Entire home/apt,85,2,87,2021-12-12,3.51,1,38,55,M,Haha
40334325,Luxurious flat in central location,311556587,Xander,M,Zurenborg,51.20989,4.42298,Entire home/apt,56,3,1,2019-12-24,0.04,1,83,0,M,Haha
40345757,Africa Jacuzzi Loft in Antwerp! 100m2 of romance.,259373016,Static,M,Eilandje,51.23167,4.41089,Entire home/apt,142,2,0,M,M,1,152,0,M,Haha
40365085,HOFMARKGRAAF: Unique apartment in historic mansion,85495091,Eliezer,M,Universiteitsbuurt,51.22084,4.40699,Entire home/apt,439,1,21,2021-12-22,0.85,3,295,15,M,Haha
40367956,Private studio in the centre of Antwerp. max 3p.,44834170,Leni,M,Amandus - Atheneum,51.21983,4.41644,Entire home/apt,59,2,43,2021-12-20,1.72,2,288,30,M,Haha
40372249,Spacious room & terrace with a view over Antwerp,28761498,Carol,M,Borgerhout Intra Muros Zuid,51.21043,4.42876,Private room,65,2,4,2020-07-05,0.16,1,0,0,M,Haha
40376618,Cosy Casa,312094948,Tim,M,Theaterbuurt-Meir,51.2113,4.40602,Entire home/apt,73,1,21,2021-09-09,0.84,1,73,5,M,Haha
40385598,"Modern renovated, fully furnished 2-bdrm apprtmnt",264440567,Henry,M,Amandus - Atheneum,51.22356,4.41831,Entire home/apt,117,21,0,M,M,8,363,0,M,Haha
40390493,Centrally located A-STAY Room - A-STAY Antwerp,312210530,Michel,M,Centraal Station,51.21453,4.42059,Private room,82,1,14,2021-11-14,0.55,6,361,7,M,Haha
40392465,Centrally located A-STAY Room - A-STAY Antwerp,312210530,Michel,M,Centraal Station,51.21453,4.42059,Private room,82,1,6,2021-11-14,1.5,6,362,6,M,Haha
40396720,Kloosterloft,278471162,Pascal,M,Sint-Andries,51.21596,4.39491,Entire home/apt,121,1,33,2021-09-20,1.47,1,349,23,M,Haha
40411035,Marble Lodge Apartments in the Heart of Antwerp 4E,165436938,Luca,M,Theaterbuurt-Meir,51.21666,4.40811,Entire home/apt,68,1,135,2021-12-01,5.44,63,328,65,M,Haha
40412786,Studio Heaven: in the heart of Antwerp!,312508751,Hanne,M,Theaterbuurt-Meir,51.21696,4.41168,Entire home/apt,88,2,11,2021-09-29,0.61,1,256,7,M,Haha
40413795,Centrally located A-STAY Room - A-STAY Antwerp,312210530,Michel,M,Centraal Station,51.21453,4.42059,Private room,82,1,5,2021-11-21,1.25,6,359,5,M,Haha
